Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;final2useful;Comment
;;Name (simplified);Name (in model and documents);"[Meuro/GW]
[Meuro/GWh] 
[Meuro/(Mkmpass/h)] 
[Meuro/(Mtonkm/h)]";"[Meuro/GW/y]
[Meuro/GWh/y] 
[Meuro/(Mkmpass/h)/y] 
[Meuro/(Mtonkm/h)/y]";"[ktonCO2_eq/GW]
[ktonCO2_eq/GWh]
[ktonCO2_eq/(Mkmpass/h)]
[ktonCO2_eq/(Mtonkm/h)]";[years];[];[];[];[GW];[GW];1=Yes/0=No;
Storage;Thermal storage;Decentralised cogenration oil;TS_DEC_COGEN_OIL;174.1613382;1.219245937;0;20;1;0;1;0;0.000071355;0.00E+00;
Storage;Thermal storage;Decentralised fuel cell cogeneration gas;TS_DEC_ADVCOGEN_GAS;174.1613382;1.219245937;0;20;1;0;1;0;0.000071355;0.00E+00;
Storage;Thermal storage;Decentralised fuel cell cogenration H2;TS_DEC_ADVCOGEN_H2;174.1613382;1.219245937;0;20;1;0;1;0;0.000071355;0.00E+00;
Storage;Thermal storage;Decentralised boiler gas;TS_DEC_BOILER_GAS;174.1613382;1.219245937;0;20;1;0;1;0;0.000071355;0.00E+00;
Storage;Thermal storage;Decentralised boiler wood;TS_DEC_BOILER_WOOD;174.1613382;1.219245937;0;20;1;0;1;0;0.000071355;0.00E+00;
Storage;Thermal storage;Decentralised boiler oil;TS_DEC_BOILER_OIL;174.1613382;1.219245937;0;20;1;0;1;0;0.000071355;0.00E+00;
Storage;Thermal storage;Centralised daily;TS_DHN_DAILY;27.54264706;0.078955588;0;40;1;0;1;0.00078406;0.00079194;0.00E+00;
Storage;Thermal storage;Centralised seasonal;TS_DHN_SEASONAL;4.957676471;0.027160107;0;25;1;0;1;232.4731721;234.8095859;0.00E+00;
Storage;Thermal storage;Thermal storage industries;TS_HIGH_TEMP;44.68328763;0.478237113;0;25;1;0;1;34.6648856;35.01327641;0.00E+00;
Storage;Other storage;Gas storage;GAS_STORAGE;0.048076923;0.001258812;0;50;1;0;1;32869.40246;33199.74821;0.00E+00;
Storage;Other storage;Hydrogen storage;H2_STORAGE;6.299949491;0.396927351;0;20;1;0;1;0.01208527;0.01220673;0.00E+00;
Storage;Other storage;Diesel storage;DIESEL_STORAGE;0.009433962;0.000374528;0;20;1;0;1;6.599921565;6.666252435;0.00E+00;
Storage;Other storage;Gasoline storage;GASOLINE_STORAGE;0.009433962;0.000374528;0;20;1;0;1;6.56285881;6.62881719;0.00E+00;
Storage;Other storage;LFO storage;LFO_STORAGE;0.009433962;0.000374528;0;20;1;0;1;6.289746235;6.352959765;0.00E+00;
Storage;Other storage;Ammonia storage;AMMONIA_STORAGE;0.008333333;0.000330833;0;20;1;0;1;7.364821845;7.438840155;0.00E+00;
Storage;Other storage;Methanol storage;METHANOL_STORAGE;1.00E-17;3.97E-19;0;20;1;0;1;2132.490507;2153.922573;0.00E+00;
Storage;Other storage;CO2 storage;CO2_STORAGE;4.95E-14;4.95E-16;0;30;1;0;1;671.0822345;677.8267795;0.00E+00;
